hgu133plus2ID,HGNC.symbol,number.sources,databases.foundin,times.mapped.to
205381_at,LRRC17,5,signal|uniprot_secreted1|Zhang|clark|GO:0005576,5
232924_at,LRRC17,5,signal|uniprot_secreted1|Zhang|clark|GO:0005576,5
215610_at,ALG1L2,5,signal|uniprot_secreted1|Zhang|clark|GO:0005576,5
237513_at,PRSS58,5,signal|uniprot_secreted1|Zhang|clark|GO:0005576,5
220783_at,MMP27,5,signal|uniprot_secreted1|Zhang|clark|GO:0005576,5
235874_at,PRSS35,5,signal|uniprot_secreted1|Zhang|clark|GO:0005576,5
214296_x_at,IZUMO4,5,signal|uniprot_secreted1|Zhang|clark|GO:0005576,5
215734_at,IZUMO4,5,signal|uniprot_secreted1|Zhang|clark|GO:0005576,5
1562601_at,UNQ6975,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
243734_x_at,NA,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
226960_at,CXCL17,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
1564052_at,TREML4,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
1567558_at,TREML4,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
1567559_s_at,TREML4,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
220437_at,C19orf80,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
219196_at,SCG3,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
235272_at,SBSN,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
1554012_at,RSPO2,4,uniprot_secreted1|Zhang|clark|GO:0005576,8
242061_at,RSPO2,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
1556773_at,NA,4,uniprot_secreted1|Zhang|GO:0005576|gpcr.org_structure,7
206300_s_at,PTHLH,4,uniprot_secreted1|Zhang|GO:0005576|gpcr.org_structure,8
210355_at,PTHLH,4,uniprot_secreted1|Zhang|GO:0005576|gpcr.org_structure,7
211756_at,PTHLH,4,uniprot_secreted1|Zhang|GO:0005576|gpcr.org_structure,7
243669_s_at,PRAP1,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
233148_at,PODN,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
226522_at,PODN,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
212768_s_at,OLFM4,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
207343_at,LYZL6,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
230514_s_at,NA,4,uniprot_secreted1|Zhang|clark|GO:0005576,7
1559864_at,LCN6,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
234894_at,ITIH6,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
207191_s_at,ISLR,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
220054_at,IL23A,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
213713_s_at,GLB1L2,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
206540_at,GLB1L,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
238222_at,GKN2,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
214076_at,GFOD2,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
221028_s_at,GFOD2,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
223836_at,FGFBP2,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
227194_at,FAM3B,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
217540_at,NXPE3,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
243011_at,NXPE3,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
243606_at,NXPE3,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
235030_at,NXPE3,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
238018_at,FAM150B,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
232807_at,FAM131A,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
232806_s_at,FAM131A,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
221904_at,FAM131A,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
218021_at,NA,4,uniprot_secreted1|Zhang|clark|GO:0005576,5
226121_at,DHRS13,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
223475_at,CRISPLD1,4,uniprot_secreted1|Zhang|clark|GO:0005576,5
219873_at,COLEC11,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
207420_at,COLEC10,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
227313_at,CNPY4,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
217700_at,CNPY4,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
231802_at,CLEC3A,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
227735_s_at,C10orf99,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
227736_at,C10orf99,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
211248_s_at,CHRD,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
221674_s_at,CHRD,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
229641_at,CCBE1,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
242324_x_at,CCBE1,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
243805_at,CCBE1,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
228087_at,CCDC126,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
228061_at,CCDC126,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
223459_s_at,C1orf56,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
221222_s_at,C1orf56,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
230468_s_at,C1orf56,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
1554233_at,C1QTNF9,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
220208_at,ADAMTS13,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
223844_at,ADAMTS13,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
223317_at,ALKBH7,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
227878_s_at,ALKBH7,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
223318_s_at,ALKBH7,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
239475_at,ACPL2,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
226925_at,ACPL2,4,uniprot_secreted1|Zhang|clark|GO:0005576,4
214568_at,TPSD1,4,signal|uniprot_secreted1|Zhang|GO:0005576,4
207409_at,LECT2,4,signal|uniprot_secreted1|Zhang|GO:0005576,4
216474_x_at,NA,4,signal|uniprot_secreted1|Zhang|GO:0005576,7
217023_x_at,NA,4,signal|uniprot_secreted1|Zhang|GO:0005576,7
240420_at,AADACL2,4,signal|uniprot_secreted1|Zhang|GO:0005576,4
206859_s_at,PAEP,4,signal|uniprot_secreted1|Zhang|GO:0005576,4
217428_s_at,COL10A1,4,signal|uniprot_secreted1|Zhang|GO:0005576,4
205941_s_at,COL10A1,4,signal|uniprot_secreted1|Zhang|GO:0005576,4
236863_at,C17orf67,4,signal|uniprot_secreted1|Zhang|GO:0005576,4
214411_x_at,CTRB2,4,signal|uniprot_secreted1|Zhang|GO:0005576,4
1564307_a_at,A2ML1,4,signal|uniprot_secreted1|Zhang|GO:0005576,5
210074_at,CTSV,4,signal|uniprot_secreted1|Zhang|clark,4
1558846_at,PNLIPRP3,4,signal|uniprot_secreted1|Zhang|GO:0005576,4
220811_at,PRG3,4,signal|uniprot_secreted1|Zhang|clark,4
1553417_at,C11orf44,4,signal|uniprot_secreted1|Zhang|GO:0005576,4
1564333_a_at,PSAPL1,4,signal|uniprot_secreted1|Zhang|GO:0005576,4
218500_at,THEM6,4,signal|uniprot_secreted1|Zhang|GO:0005576,4
219009_at,C14orf93,4,signal|uniprot_secreted1|Zhang|GO:0005576,4
1557085_at,PLAC1L,4,signal|uniprot_secreted1|Zhang|GO:0005576,4
219506_at,C1orf54,4,signal|uniprot_secreted1|Zhang|GO:0005576,4
211743_s_at,PRG2,4,signal|uniprot_secreted1|Zhang|GO:0005576,4
1553400_a_at,CRHR1-IT1,4,signal|uniprot_secreted1|Zhang|GO:0005576,4
1553399_a_at,CRHR1-IT1,4,signal|uniprot_secreted1|Zhang|GO:0005576,4
1558611_at,CRHR1-IT1,4,signal|uniprot_secreted1|Zhang|GO:0005576,4
229770_at,GLT1D1,4,signal|uniprot_secreted1|Zhang|GO:0005576,4
219064_at,ITIH5,4,signal|uniprot_secreted1|clark|GO:0005576,4
1553243_at,ITIH5,4,signal|uniprot_secreted1|clark|GO:0005576,4
220657_at,KLHL11,4,signal|uniprot_secreted1|Zhang|GO:0005576,4
216968_at,MASP2,4,signal|uniprot_secreted1|Zhang|GO:0005576,4
207041_at,MASP2,4,signal|uniprot_secreted1|Zhang|GO:0005576,4
210798_x_at,MASP2,4,signal|uniprot_secreted1|Zhang|GO:0005576,4
233091_at,ATAD3B,3,uniprot_secreted1|Zhang|GO:0005576,3
228651_at,VWA1,3,uniprot_secreted1|Zhang|GO:0005576,3
225983_s_at,VWA1,3,uniprot_secreted1|Zhang|GO:0005576,3
222724_at,VWA1,3,uniprot_secreted1|Zhang|GO:0005576,3
218731_s_at,VWA1,3,uniprot_secreted1|Zhang|GO:0005576,3
222723_at,VWA1,3,uniprot_secreted1|Zhang|GO:0005576,3
205586_x_at,VGF,3,uniprot_secreted1|Zhang|GO:0005576,3
221253_s_at,NA,3,uniprot_secreted1|Zhang|clark,3
226747_at,TXNDC16,3,uniprot_secreted1|Zhang|GO:0005576,3
235737_at,TSLP,3,uniprot_secreted1|Zhang|GO:0005576,3
230137_at,TMEM155,3,uniprot_secreted1|Zhang|GO:0005576,3
203673_at,TG,3,uniprot_secreted1|Zhang|GO:0005576,3
220518_at,ABI3BP,3,uniprot_secreted1|Zhang|GO:0005576,3
223395_at,ABI3BP,3,uniprot_secreted1|Zhang|GO:0005576,3
1559077_at,ABI3BP,3,uniprot_secreted1|Zhang|GO:0005576,3
224724_at,SULF2,3,uniprot_secreted1|Zhang|clark,3
233555_s_at,SULF2,3,uniprot_secreted1|Zhang|clark,3
216639_at,SRPX2,3,uniprot_secreted1|Zhang|GO:0005576,3
205499_at,SRPX2,3,uniprot_secreted1|Zhang|GO:0005576,3
218164_at,SPATA20,3,uniprot_secreted1|Zhang|GO:0005576,3
229352_at,NA,3,uniprot_secreted1|Zhang|clark,3
242086_at,SPATA6,3,uniprot_secreted1|Zhang|GO:0005576,3
220299_at,SPATA6,3,uniprot_secreted1|Zhang|GO:0005576,3
238459_x_at,SPATA6,3,uniprot_secreted1|Zhang|GO:0005576,3
220298_s_at,SPATA6,3,uniprot_secreted1|Zhang|GO:0005576,3
231405_at,SPACA7,3,uniprot_secreted1|Zhang|GO:0005576,3
213488_at,SNED1,3,uniprot_secreted1|Zhang|GO:0005576,3
1554798_at,SNED1,3,uniprot_secreted1|Zhang|GO:0005576,3
213493_at,SNED1,3,uniprot_secreted1|Zhang|GO:0005576,3
243946_at,SMOC2,3,uniprot_secreted1|Zhang|GO:0005576,3
223235_s_at,SMOC2,3,uniprot_secreted1|Zhang|GO:0005576,3
222783_s_at,SMOC1,3,uniprot_secreted1|Zhang|GO:0005576,3
222784_at,SMOC1,3,uniprot_secreted1|Zhang|GO:0005576,3
232891_at,SIRPD,3,uniprot_secreted1|Zhang|GO:0005576,3
218436_at,SIL1,3,uniprot_secreted1|Zhang|clark,3
215689_s_at,SHBG,3,uniprot_secreted1|Zhang|GO:0005576,3
1553579_a_at,NA,3,uniprot_secreted1|Zhang|GO:0005576,4
1553582_a_at,NA,3,uniprot_secreted1|Zhang|GO:0005576,5
211381_x_at,SPAG11B,3,uniprot_secreted1|Zhang|GO:0005576,8
207271_x_at,SPAG11B,3,uniprot_secreted1|Zhang|GO:0005576,8
210884_s_at,SPAG11A,3,uniprot_secreted1|Zhang|GO:0005576,7
228407_at,SCUBE3,3,uniprot_secreted1|Zhang|GO:0005576,3
217600_at,SCUBE3,3,uniprot_secreted1|Zhang|GO:0005576,3
230290_at,SCUBE3,3,uniprot_secreted1|Zhang|GO:0005576,3
230253_at,SCUBE3,3,uniprot_secreted1|Zhang|GO:0005576,3
204260_at,CHGB,3,uniprot_secreted1|Zhang|GO:0005576,3
237423_at,RSPO4,3,uniprot_secreted1|Zhang|GO:0005576,3
228186_s_at,RSPO3,3,uniprot_secreted1|Zhang|GO:0005576,3
241450_at,RSPO1,3,uniprot_secreted1|Zhang|GO:0005576,3
1562581_at,LOC254028,3,uniprot_secreted1|Zhang|GO:0005576,3
219102_at,RCN3,3,uniprot_secreted1|Zhang|clark,3
61734_at,RCN3,3,uniprot_secreted1|Zhang|clark,3
212012_at,PXDN,3,uniprot_secreted1|Zhang|GO:0005576,3
212013_at,PXDN,3,uniprot_secreted1|Zhang|GO:0005576,3
208408_at,PTN,3,uniprot_secreted1|Zhang|GO:0005576,3
209466_x_at,PTN,3,uniprot_secreted1|Zhang|GO:0005576,3
211737_x_at,PTN,3,uniprot_secreted1|Zhang|GO:0005576,3
209465_x_at,PTN,3,uniprot_secreted1|Zhang|GO:0005576,3
208257_x_at,PSG1,3,uniprot_secreted1|Zhang|GO:0005576,3
210195_s_at,PSG1,3,uniprot_secreted1|Zhang|GO:0005576,3
210196_s_at,PSG1,3,uniprot_secreted1|Zhang|GO:0005576,3
214226_at,PRSS53,3,uniprot_secreted1|Zhang|GO:0005576,3
1552348_at,PRSS33,3,uniprot_secreted1|Zhang|GO:0005576,3
1552349_a_at,PRSS33,3,uniprot_secreted1|Zhang|GO:0005576,3
233975_at,PRNT,3,uniprot_secreted1|Zhang|GO:0005576,3
220411_x_at,PODNL1,3,uniprot_secreted1|Zhang|GO:0005576,3
218454_at,PLBD1,3,uniprot_secreted1|Zhang|GO:0005576,3
222639_s_at,PLBD1,3,uniprot_secreted1|Zhang|GO:0005576,3
219584_at,PLA1A,3,uniprot_secreted1|Zhang|GO:0005576,3
207384_at,PGLYRP1,3,uniprot_secreted1|clark|GO:0005576,3
222681_at,POGLUT1,3,uniprot_secreted1|Zhang|clark,3
218587_s_at,POGLUT1,3,uniprot_secreted1|Zhang|clark,3
218953_s_at,PCYOX1L,3,uniprot_secreted1|Zhang|GO:0005576,3
243268_at,PATE2,3,uniprot_secreted1|clark|GO:0005576,3
213661_at,PAMR1,3,uniprot_secreted1|clark|GO:0005576,3
204458_at,PLA2G15,3,uniprot_secreted1|clark|GO:0005576,3
228703_at,P4HA3,3,uniprot_secreted1|Zhang|clark,3
1560715_at,P4HA3,3,uniprot_secreted1|Zhang|clark,3
202733_at,P4HA2,3,uniprot_secreted1|Zhang|clark,3
230966_at,IL4I1,3,uniprot_secreted1|Zhang|clark,3
240818_at,OVCH1-AS1,3,uniprot_secreted1|Zhang|GO:0005576,3
230478_at,OIT3,3,uniprot_secreted1|Zhang|clark,3
228649_at,NOTUM,3,uniprot_secreted1|Zhang|GO:0005576,3
202008_s_at,NID1,3,uniprot_secreted1|Zhang|GO:0005576,3
202007_at,NID1,3,uniprot_secreted1|Zhang|GO:0005576,3
1561082_at,NID1,3,uniprot_secreted1|Zhang|GO:0005576,3
206291_at,NTS,3,uniprot_secreted1|Zhang|GO:0005576,3
223806_s_at,NAPSA,3,uniprot_secreted1|Zhang|GO:0005576,3
210155_at,MYOC,3,uniprot_secreted1|Zhang|GO:0005576,3
209596_at,MXRA5,3,uniprot_secreted1|Zhang|GO:0005576,3
214133_at,MUC6,3,uniprot_secreted1|Zhang|GO:0005576,3
1565666_s_at,MUC6,3,uniprot_secreted1|Zhang|GO:0005576,3
1565662_at,MUC6,3,uniprot_secreted1|Zhang|GO:0005576,3
213432_at,MUC5B,3,uniprot_secreted1|Zhang|GO:0005576,3
231688_at,MMP8,3,uniprot_secreted1|Zhang|GO:0005576,3
207329_at,MMP8,3,uniprot_secreted1|Zhang|GO:0005576,3
235908_at,MMP11,3,uniprot_secreted1|Zhang|GO:0005576,3
203876_s_at,MMP11,3,uniprot_secreted1|Zhang|GO:0005576,3
213602_s_at,MMP11,3,uniprot_secreted1|Zhang|GO:0005576,3
203877_at,MMP11,3,uniprot_secreted1|Zhang|GO:0005576,3
203878_s_at,MMP11,3,uniprot_secreted1|Zhang|GO:0005576,3
225955_at,METRNL,3,uniprot_secreted1|Zhang|GO:0005576,3
231306_at,LYZL4,3,uniprot_secreted1|Zhang|GO:0005576,3
233973_at,LYZL1,3,uniprot_secreted1|Zhang|GO:0005576,3
237144_at,LTBP3,3,uniprot_secreted1|Zhang|GO:0005576,4
227308_x_at,LTBP3,3,uniprot_secreted1|Zhang|GO:0005576,5
219922_s_at,LTBP3,3,uniprot_secreted1|Zhang|GO:0005576,5
229387_at,LRCH3,3,uniprot_secreted1|Zhang|GO:0005576,3
240926_at,LRCH3,3,uniprot_secreted1|Zhang|GO:0005576,3
214739_at,LRCH3,3,uniprot_secreted1|Zhang|GO:0005576,3
228119_at,LRCH3,3,uniprot_secreted1|Zhang|GO:0005576,3
1553668_at,LRCH3,3,uniprot_secreted1|Zhang|GO:0005576,3
1559490_at,LRCH3,3,uniprot_secreted1|Zhang|GO:0005576,3
235347_at,LRCH3,3,uniprot_secreted1|Zhang|GO:0005576,3
1569532_a_at,LCN15,3,uniprot_secreted1|clark|GO:0005576,3
216390_at,LCAT,3,uniprot_secreted1|Zhang|GO:0005576,3
204428_s_at,LCAT,3,uniprot_secreted1|Zhang|GO:0005576,3
216622_at,LAMB4,3,uniprot_secreted1|Zhang|GO:0005576,3
234334_s_at,LAMB4,3,uniprot_secreted1|Zhang|GO:0005576,3
215516_at,LAMB4,3,uniprot_secreted1|Zhang|GO:0005576,3
207509_s_at,LAIR2,3,uniprot_secreted1|Zhang|GO:0005576,3
231542_at,SPAG5-AS1,3,uniprot_secreted1|Zhang|GO:0005576,3
201729_s_at,KIAA0100,3,uniprot_secreted1|Zhang|GO:0005576,3
231541_s_at,SPAG5-AS1,3,uniprot_secreted1|Zhang|GO:0005576,3
201728_s_at,KIAA0100,3,uniprot_secreted1|Zhang|GO:0005576,3
206287_s_at,NA,3,uniprot_secreted1|Zhang|GO:0005576,3
37201_at,ITIH4,3,uniprot_secreted1|Zhang|GO:0005576,3
242720_at,ITIH4,3,uniprot_secreted1|Zhang|GO:0005576,3
205755_at,ITIH3,3,uniprot_secreted1|Zhang|GO:0005576,3
210888_s_at,ITIH1,3,uniprot_secreted1|Zhang|GO:0005576,3
1552995_at,IL27,3,uniprot_secreted1|Zhang|GO:0005576,3
1556579_s_at,NA,3,uniprot_secreted1|Zhang|GO:0005576,3
230670_at,IGSF10,3,uniprot_secreted1|Zhang|GO:0005576,3
1553574_at,IFNE,3,uniprot_secreted1|clark|GO:0005576,3
227760_at,IGFBPL1,3,uniprot_secreted1|Zhang|GO:0005576,3
210619_s_at,HYAL1,3,uniprot_secreted1|Zhang|GO:0005576,3
207460_at,GZMM,3,uniprot_secreted1|Zhang|GO:0005576,3
206666_at,GZMK,3,uniprot_secreted1|Zhang|GO:0005576,3
205488_at,GZMA,3,uniprot_secreted1|Zhang|GO:0005576,3
37145_at,GNLY,3,uniprot_secreted1|Zhang|GO:0005576,3
205495_s_at,GNLY,3,uniprot_secreted1|Zhang|GO:0005576,3
238453_at,FGFBP3,3,uniprot_secreted1|Zhang|GO:0005576,3
1552982_a_at,FGF4,3,uniprot_secreted1|Zhang|GO:0005576,3
206783_at,FGF4,3,uniprot_secreted1|Zhang|GO:0005576,3
203240_at,FCGBP,3,uniprot_secreted1|Zhang|GO:0005576,3
1554737_at,FBN2,3,uniprot_secreted1|Zhang|GO:0005576,3
215717_s_at,FBN2,3,uniprot_secreted1|Zhang|GO:0005576,3
203184_at,FBN2,3,uniprot_secreted1|Zhang|GO:0005576,3
229247_at,FBLN7,3,uniprot_secreted1|Zhang|GO:0005576,3
1556153_s_at,NA,3,uniprot_secreted1|clark|GO:0005576,3
1561387_a_at,NXPE1,3,uniprot_secreted1|Zhang|GO:0005576,3
1553828_at,NXPE1,3,uniprot_secreted1|Zhang|GO:0005576,3
231146_at,FAM24B,3,uniprot_secreted1|Zhang|GO:0005576,3
232124_at,FAM198A,3,uniprot_secreted1|Zhang|GO:0005576,3
228721_at,KRBOX1,3,uniprot_secreted1|Zhang|GO:0005576,3
